origin,origin_length,text_original,text_translated,pointers
0x0E0146B0,45,……１０……ジュディ、{nl}時間がナイんじゃぞ！{np},,0x0E014C08
0x0E0146E0,53,……８……もどれなくなっ{nl}てもいいのか！？……７……{np},,0x0E014C0C
0x0E014718,31,{momo}ちゃん、{nl}そういうワケなの！{np},,0x0E014C10
0x0E014738,16,さあ、行こう！{np},,0x0E014C20
0x0E014748,39,くわしくはアッチで{nl}説明するからね！　{np},,0x0E014C24
0x0E014770,20,ええ〜ッ！そんな、{np},,0x0E014C38
0x0E014784,14,ジュディ！！{np},,0x0E014E48
0x0E014794,18,クロックさん！！{np},,0x0E014E60
0x0E0147A8,11,あっ……{np}{nl},,0x0E01504C
0x0E0147B4,6,{baku}。{np},,0x0E015058
0x0E0147BC,33,もう、{nl}ちょっと待ってよぉ〜ッ！{np},,0x0E015060
0x0E01584C,13,{opt}思い出の森{nl},,0x0E01594C
0x0E01585C,23,{opt}とっても高い木（前）{nl},,0x0E015950
0x0E015874,11,{opt}なぞなぞ{nl},,0x0E015954
0x0E015880,22,{opt}とっても高い木（後）,,0x0E015958
0x0E015C60,14,{fast}………ちゃん,,0x0E016454
0x0E015C70,7,………,,0x0E016474
0x0E015C78,12,{momo}ちゃん。{nl},,0x0E01647C
0x0E015C84,11,{momo}ちゃん！,,0x0E016480
0x0E015C90,19,ママ？{np}今、何時？{np},,0x0E016490
0x0E015CA4,16,キャ！　{baku}……{nl},,0x0E0164AC
0x0E015CB4,14,ここはドコ？{np},,0x0E0164B0
0x0E015CC4,16,ここは{momo}ランド{nl},,0x0E0164BC
0x0E015CD4,20,であるぞ、{momo}ちゃん{np},,0x0E0164C0
0x0E015CE8,19,クロックさん……{np}{nl},,0x0E0166B4
0x0E015CFC,18,ジュディ……ッ！{np},,0x0E0166B8
0x0E015D10,18,思い出の国に……{nl},,0x0E0166D4
0x0E015D24,20,来ちゃったんだ……{np},,0x0E0166D8
0x0E015D38,12,{momo}ちゃん、{nl},,0x0E0168A4
0x0E015D44,16,どしたのかな？{np},,0x0E0168A8
0x0E015D54,22,じゅくに時間どおりに{nl},,0x0E0168B4
0x0E015D6C,28,行けなかったので、こまって{nl},,0x0E0168B8
0x0E015D88,14,いるのである{np},,0x0E0168BC
0x0E015D98,10,そんなの{nl},,0x0E0168C0
0x0E015DA4,24,こまるわけないでしょ！{np},,0x0E0168C4
0x0E015DBC,28,そんなことはないであるぞ、{nl},,0x0E0168C8
0x0E015DD8,12,ジュディ。{np},,0x0E0168CC
0x0E015DE4,28,時間におくれるのは大じけん{nl},,0x0E0168D0
0x0E015E00,14,であるのだ！{np},,0x0E0168D4
0x0E015E10,13,ムカー！！{np}{nl},,0x0E0168E0
0x0E015E20,30,大体、あんた時間、時間って、{nl},,0x0E0168E4
0x0E015E40,18,うるさすぎない？{np},,0x0E0168E8
0x0E015E54,26,あんただって、時間にちょ{nl},,0x0E0168EC
0x0E015E70,26,びっとくらいおくれること{nl},,0x0E0168F0
0x0E015E8C,22,だってあんでしょ！？{np},,0x0E0168F4
0x0E015EA4,10,ないぞ。{np},,0x0E0168F8
0x0E015EB0,20,ワシは２ヵ月に１回{nl},,0x0E0168FC
0x0E015EC4,28,定期てんけんを欠かさずやっ{nl},,0x0E016900
0x0E015EE0,10,ておる。{np},,0x0E016904
0x0E015EEC,26,だから、１びょうたりとも{nl},,0x0E016908
0x0E015F08,28,おくれるということはないの{nl},,0x0E01690C
0x0E015F24,10,である。{np},,0x0E016910
0x0E015F30,22,……きちゃったもんは{nl},,0x0E01692C
0x0E015F48,15,仕方ないか。{np}{nl},,0x0E016930
0x0E015F58,24,やることやんなきゃネ。{np},,0x0E016934
0x0E015F70,17,で、ジュディ、{np}{nl},,0x0E016B00
0x0E015F84,26,あたしはココで何をすれば{nl},,0x0E016B04
0x0E015FA0,10,いいの？{np},,0x0E016B08
0x0E015FAC,22,実はね、この{momo}ランド{nl},,0x0E016B34
0x0E015FC4,28,では最近、野菜たちが大はん{nl},,0x0E016B38
0x0E015FE0,20,らんを起こしてて、{np},,0x0E016B3C
0x0E015FF4,10,みんな、{nl},,0x0E016B40
0x0E016000,24,とってもこまってるの。{np},,0x0E016B44
0x0E016018,24,ジュディのお気に入りの{nl},,0x0E016B48
0x0E016030,28,リボンもとられちゃったし…{np},,0x0E016B4C
0x0E01604C,20,{momo}ちゃんの思い出を{nl},,0x0E016B50
0x0E016060,26,消してるのも、野菜たちの{nl},,0x0E016B54
0x0E01607C,14,しわざなの。{np},,0x0E016B58
0x0E01608C,20,でもどうして野菜が{nl},,0x0E016B5C
0x0E0160A0,26,そんなコトするのかなあ。{np},,0x0E016B60
0x0E0160BC,28,”ハクサイだいまおう”って{nl},,0x0E016B7C
0x0E0160D8,28,すっごい悪い親玉がいるの！{np},,0x0E016B80
0x0E0160F4,20,そいつが野菜たちに{nl},,0x0E016CA4
0x0E016108,16,命令してるのよ{np},,0x0E016CA8
0x0E016118,24,ハクサイだいまおう…？{np},,0x0E016CB4
0x0E016130,26,ジュディが聞いた話だと、{nl},,0x0E016CB8
0x0E01614C,22,ハクサイだいまおうが{nl},,0x0E016CBC
0x0E016164,22,{momo}ちゃんの思い出を、{np},,0x0E016CC0
0x0E01617C,10,どんどん{nl},,0x0E016CC4
0x0E016188,26,食べちゃってるって………{np},,0x0E016CC8
0x0E0161A4,18,だから{momo}ちゃん、{nl},,0x0E016CCC
0x0E0161B8,28,ジュディのコトもわすれそう{nl},,0x0E016CD0
0x0E0161D4,20,になってたのよ！！{np},,0x0E016CD4
0x0E0161E8,24,ハクサイだいまおう……{np},,0x0E016D04
0x0E016200,26,そいつをやっつけないと、{nl},,0x0E016D08
0x0E01621C,28,あたし、大切な思い出をなく{nl},,0x0E016D0C
0x0E016238,26,しちゃうってコトなのか…{np},,0x0E016D10
0x0E016D14,12,オッホン。{np},,0x0E01749C
0x0E016D20,13,{momo}ちゃん。{np}{nl},,0x0E0174A8
0x0E016D30,26,どさくさにまぎれて連れて{nl},,0x0E0174AC
0x0E016D4C,18,きてしまったが、{np},,0x0E0174B0
0x0E016D60,26,げんじつの世界の住人が、{nl},,0x0E0174B4
0x0E016D7C,18,勝手に{momo}ランドを{nl},,0x0E0174B8
0x0E016D90,28,歩くことはいかんであるぞ。{np},,0x0E0174BC
0x0E016DAC,9,さあ！{np}{nl},,0x0E0174C0
0x0E016DB8,28,帰るしたくをするのである。{np},,0x0E0174C4
0x0E016DD4,17,え！{np}帰れるの？{np},,0x0E0174DC
0x0E016DE8,8,当然、{nl},,0x0E0174E0
0x0E016DF0,28,時間のとびらの管理人である{nl},,0x0E0174E4
0x0E016E0C,26,このワシがいっしょなら、{np},,0x0E0174E8
0x0E016E28,24,いつでもとびらをあけて{nl},,0x0E0174EC
0x0E016E40,19,帰れるのである。{np}{nl},,0x0E0174F0
0x0E016E54,16,さ、帰ろうぞ！{np},,0x0E0174F4
0x0E016E64,28,クロックさん、あんたねえ、{nl},,0x0E017500
0x0E016E80,28,この一大事になんてこと言っ{nl},,0x0E017504
0x0E016E9C,10,てるの？{np},,0x0E017508
0x0E016EA8,12,うるさい！{np},,0x0E017510
0x0E016EB4,28,このことは、とびらの管理法{nl},,0x0E017514
0x0E016ED0,26,第１１ジョウで固くキンシ{nl},,0x0E017518
0x0E016EEC,20,しておるのである！{np},,0x0E01751C
0x0E016F00,18,あんたね、この{momo}{nl},,0x0E0176D4
0x0E016F14,22,ランドは、{momo}ちゃんの{nl},,0x0E0176D8
0x0E016F2C,22,思い出の世界なのよ！{np},,0x0E0176DC
0x0E016F44,26,だから、どうだと言うので{nl},,0x0E0176E0
0x0E016F60,12,あるか？　{np},,0x0E0176E4
0x0E016F6C,21,まだわかんないの？{np}{nl},,0x0E0176E8
0x0E016F84,28,頭コチコチであッたま悪いん{nl},,0x0E0176EC
0x0E016FA0,10,だから。{np},,0x0E0176F0
0x0E016FAC,22,このまま{momo}ちゃんが思{nl},,0x0E0176F4
0x0E016FC4,28,い出を取られちゃって何も思{nl},,0x0E0176F8
0x0E016FE0,28,いだせない大人になったら、{np},,0x0E0176FC
0x0E016FFC,28,げんじつの世界とこの思い出{nl},,0x0E017700
0x0E017018,28,の世界は完全に切りはなされ{nl},,0x0E017704
0x0E017034,10,ちゃう！{np},,0x0E017708
0x0E017040,18,そしたらあんた、{nl},,0x0E01770C
0x0E017054,18,失業しちゃうよ！{np},,0x0E017710
0x0E017068,22,時間のとびらなんか、{nl},,0x0E017714
0x0E017080,24,いらなくなるんだから！{np},,0x0E017718
0x0E017098,28,時間のとびらがいらないんだ{nl},,0x0E01771C
0x0E0170B4,28,から、管理人だっていらなく{nl},,0x0E017720
0x0E0170D0,26,なっちゃうでしょーが！！{np},,0x0E017724
0x0E0170EC,14,な、{np}なに？{np}{nl},,0x0E01773C
0x0E0170FC,16,ワシは用ナシに{nl},,0x0E017740
0x0E01710C,28,なってしまうということか！{np},,0x0E017744
0x0E017128,26,それは、一大事であるぞ。{nl},,0x0E017754
0x0E017144,12,仕方ない、{nl},,0x0E017758
0x0E017150,22,とくべつにゆるそう。{np},,0x0E01775C
0x0E017168,10,しかし、{nl},,0x0E017760
0x0E017174,22,ワシもお目付役として{nl},,0x0E017764
0x0E01718C,16,ついてゆくぞ。{np},,0x0E017768
0x0E01719C,24,では、ノロノロやらず、{nl},,0x0E01776C
0x0E0171B4,24,キビキビと思い出を取り{nl},,0x0E017770
0x0E0171CC,18,もどすのである。{np},,0x0E017774
0x0E0171E0,20,でも、どうやって？{np},,0x0E017778
0x0E0171F4,24,あわわわ！これ！イヌ！{nl},,0x0E01795C
0x0E01720C,22,おちつくであるぞ！！{np},,0x0E017960
0x0E017224,18,{baku}、どうしたの？{np},,0x0E017964
0x0E017238,20,{baku}は、もしかしたら{nl},,0x0E01796C
0x0E01724C,26,何か手がかりになるものを{nl},,0x0E017970
0x0E017268,28,見つけたのかもしれない！？{np},,0x0E017974
0x0E017284,22,もしそうだとしたら、{nl},,0x0E017978
0x0E01729C,28,ちっこいけど、ナカナカ役に{nl},,0x0E01797C
0x0E0172B8,14,立つイヌね！{np},,0x0E017980
0x0E0172C8,14,{baku}！お願い！{np},,0x0E017988
0x0E017C80,20,ゼェゼェ……{baku}……{nl},,0x0E01810C
0x0E017C94,28,ゼェ……この木に……ゼェ…{nl},,0x0E018114
0x0E017CB0,16,…何かあるの？{np},,0x0E018118
0x0E017CC0,24,あーん、たすけてよお〜{np},,0x0E018134
0x0E017CD8,22,だれかのなき声……？{np},,0x0E01813C
0x0E017CF0,16,この声は……？{np},,0x0E018144
0x0E018174,16,ダレか助けて〜{np},,0x0E018440
0x0E018184,10,あ〜ん、{nl},,0x0E01844C
0x0E018190,26,お耳を返してほしいモン！{np},,0x0E018450
0x0E0181AC,20,キュッキュッキュ。{np},,0x0E01846C
0x0E0181C0,22,返してほしかったら、{nl},,0x0E018470
0x0E0181D8,18,木からおりてみ〜{nl},,0x0E018474
0x0E0181EC,10,ホレホレ{np},,0x0E018478
0x0E0181F8,7,う……,,0x0E018480
0x0E018200,24,キュキュキュキュキュ！{nl},,0x0E018484
0x0E018218,14,ほれ！ほれ！{nl},,0x0E018508
0x0E018228,20,どうしたおりてみ〜{np},,0x0E01850C
0x0E01823C,14,コワイよ〜！{nl},,0x0E018524
0x0E01824C,20,ダレかたすけてえ〜{np},,0x0E018528
0x0E01853C,12,あれは……{np},,0x0E01895C
0x0E018548,19,あれはたしか……{np}{nl},,0x0E018988
0x0E01855C,26,うう〜ん、思い出せない。{np},,0x0E01898C
0x0E018578,24,でも、なかよしだった…{nl},,0x0E018994
0x0E018590,26,えーと、えーと、クマの…{np},,0x0E018998
0x0E0185AC,12,{momo}ちゃん、{nl},,0x0E01899C
0x0E0185B8,26,ガンバッて！思いだして！{np},,0x0E0189A0
0x0E0185D4,10,えーと…{np},,0x0E018B84
0x0E0185E0,11,そうだ！{np}{nl},,0x0E018B8C
0x0E0185EC,24,クマのムク！！ムクだ！{np},,0x0E018B90
0x0E018604,26,キュッキュ、何だオマエ、{nl},,0x0E018BC0
0x0E018620,24,あのクマ公のなかまか？{np},,0x0E018BC4
0x0E018638,18,そうよ。友達よ！{np},,0x0E018BCC
0x0E01864C,14,あんたたち、{nl},,0x0E018DB8
0x0E01865C,22,ハクサイだいまおうの{nl},,0x0E018DBC
0x0E018674,12,手下ねッ！{np},,0x0E018DC0
0x0E018680,16,弱い者イジメは{nl},,0x0E018DC8
0x0E018690,16,やめなさいよ！{np},,0x0E018DCC
0x0E0186A0,20,キュッキュッキュ。{nl},,0x0E018DE8
0x0E0186B4,26,だからどうしたってんだ。{np},,0x0E018DEC
0x0E0186D0,16,やい、オレたち{nl},,0x0E018DF0
0x0E0186E0,26,キューリマンと戦う気か？{np},,0x0E018DF4
0x0E0186FC,14,イボイボで、{nl},,0x0E018DF8
0x0E01870C,22,ゴシゴシしてやる〜！{np},,0x0E018DFC
0x0E018724,13,あっ！{baku}！！,,0x0E018ED8
0x0E019020,14,ボクのお耳、{nl},,0x0E019514
0x0E019030,24,取り返してくれたんだね{np},,0x0E01951C
0x0E019048,13,ありがとう！,,0x0E019554
0x0E019058,2,{np},,0x0E019558
0x0E01905C,6,{baku}、{nl},,0x0E019734
0x0E019064,26,このコはムクっていうの。{np},,0x0E019738
0x0E019080,12,ムクはね、{nl},,0x0E019750
0x0E01908C,26,なき虫なんだけどすっごく{nl},,0x0E019754
0x0E0190A8,22,やさしいコなんだよ。{np},,0x0E019758
0x0E0190C0,26,あたし、ちっちゃいころ、{nl},,0x0E019760
0x0E0190DC,28,カミナリがこわくて、ムクに{nl},,0x0E019764
0x0E0190F8,22,しがみついてたんだ。{np},,0x0E019768
0x0E019110,28,そしたら、ムクは自分もこわ{nl},,0x0E01976C
0x0E01912C,28,いのがまんしてずっとあたし{nl},,0x0E019770
0x0E019148,28,のそばにいてくれたんだよ。{np},,0x0E019774
0x0E019164,28,ムクみたいなやさしいコが、{nl},,0x0E019778
0x0E019180,28,どうしてイジメられてたの？{np},,0x0E01977C
0x0E01919C,24,よく、わからないモン。{np},,0x0E019784
0x0E0191B4,28,ボクがおうちで遊んでたら、{nl},,0x0E01978C
0x0E0191D0,28,ハクサイだいまおうとキュー{nl},,0x0E019790
0x0E0191EC,20,リたちが来て………{np},,0x0E019794
0x0E019200,12,ぐっすん…{nl},,0x0E019798
0x0E01920C,28,お耳…ちぎられたんだモン…{np},,0x0E01979C
0x0E019228,16,ひっどーい！！{np},,0x0E0197A0
0x0E019238,10,それで、{nl},,0x0E0198EC
0x0E019244,28,ここまで連れて来られたの？{np},,0x0E0198F0
0x0E019260,14,そうだモン。{np},,0x0E019908;0x0E01A398
0x0E019270,28,ボクが高いトコこわいの知っ{nl},,0x0E01990C
0x0E01928C,28,てて、この木の上にムリヤリ{nl},,0x0E019910
0x0E0192A8,22,連れて来たんだモン。{np},,0x0E019914
0x0E0192C0,20,{fast}あッ、もしかして、,,0x0E019920
0x0E0192D4,3,{np}{nl},,0x0E019924
0x0E0192D8,20,あれって…犬小屋？{np},,0x0E01992C
0x0E01994C,14,あ、あれは…{nl},,0x0E019B9C
0x0E01995C,28,見覚えがあるよ！あれは……{nl},,0x0E019BA4
0x0E019978,22,……あれは…そうだ！{np},,0x0E019BA8
0x0E019990,15,キャプテン！{np}{nl},,0x0E019BB0
0x0E0199A0,26,キャプテンの犬小屋だ！！{np},,0x0E019BB4
0x0E0199BC,20,{baku}、キャプテンって{nl},,0x0E019BBC
0x0E0199D0,26,言うのはね、あたしがちっ{nl},,0x0E019BC0
0x0E0199EC,14,ちゃなころ、{np},,0x0E019BC4
0x0E0199FC,22,{baku}がウチにくるず〜ッ{nl},,0x0E019BC8
0x0E019A14,28,と前に、ウチに住んでたイヌ{nl},,0x0E019BCC
0x0E019A30,12,なんだよ。{np},,0x0E019BD0
0x0E019A3C,12,{baku}よりも、{nl},,0x0E019BD4
0x0E019A48,28,ずっとず〜っと大きいんだ。{np},,0x0E019BD8
0x0E019BE8,20,ムク、キャプテンも{nl},,0x0E01A368
0x0E019BFC,22,この世界にいるの！？{np},,0x0E01A370
0x0E019C14,26,ずーーーーっと向こうの、{nl},,0x0E01A37C
0x0E019C30,28,お山をこえたその向こうの、{np},,0x0E01A380
0x0E019C4C,22,森の中におじいさんと{nl},,0x0E01A384
0x0E019C64,16,住んでるモン。{np},,0x0E01A388
0x0E019C74,41,おじいさんって…まさか…{nl}おじいちゃん？{np},,0x0E01A38C
0x0E019CA0,28,あたしの、もう死んじゃった{nl},,0x0E01A390
0x0E019CBC,18,おじいちゃん！？{np},,0x0E01A394
0x0E019CD0,20,おじいちゃんが……{nl},,0x0E01A3C0
0x0E019CE4,30,おじいちゃんに会えるんだ！！{np},,0x0E01A3C4
0x0E019D04,8,ムク、{nl},,0x0E01A3D0
0x0E019D0C,24,おじいちゃんの住んでる{nl},,0x0E01A3D4
0x0E019D24,26,森にはどうやって行くの？{np},,0x0E01A3D8
0x0E019D40,25,ボク…よく知らない……{np}{nl},,0x0E01A5A4
0x0E019D5C,28,でも小一山っていうおっきな{nl},,0x0E01A5A8
0x0E019D78,28,山の向こうって聞いたモン。{np},,0x0E01A5AC
0x0E019D94,28,しかし…小一山をこえるのは{nl},,0x0E01A5C4
0x0E019DB0,28,……………タイヘンである！{np},,0x0E01A5C8
0x0E019DCC,24,{momo}ちゃん、小一山って、{nl},,0x0E01A5DC
0x0E019DE4,22,とっても高い山なの！{nl},,0x0E01A5E0
0x0E019DFC,28,とても歩いては行けないよ。{np},,0x0E01A5E4
0x0E019E18,6,ね？{np},,0x0E01A5EC
0x0E019E20,26,そうなのか…どうしよう…{np},,0x0E01A5F8
0x0E019E3C,20,だったら、{momo}一号で{nl},,0x0E01A7DC
0x0E019E50,18,行けばいいモン。{np},,0x0E01A7E0
0x0E019E64,14,{momo}一号なら、{nl},,0x0E01A7E8
0x0E019E74,20,お空を飛べるモン！{np},,0x0E01A7EC
0x0E019E88,10,{momo}一号？{np},,0x0E01A7FC
0x0E019E94,20,{momo}一号って、あの、{nl},,0x0E01A800
0x0E019EA8,18,三輪車の{momo}一号の{nl},,0x0E01A804
0x0E019EBC,10,こと！？{np},,0x0E01A808
0x0E019EC8,20,{momo}一号と言えば…！{nl},,0x0E01A810
0x0E019EDC,23,あたし、思いだした！{np}{nl},,0x0E01A814
0x0E019EF4,26,あたし、ようちえんの時、{np},,0x0E01A818
0x0E019F10,22,{momo}一号を砂場に置きっ{nl},,0x0E01A81C
0x0E019F28,28,ぱなしでお家に帰っちゃった{nl},,0x0E01A820
0x0E019F44,12,んだ……！{np},,0x0E01A824
0x0E019F50,28,小さなコにはありがちなこと{nl},,0x0E01A828
0x0E019F6C,28,であるな。イカン、イカン。{np},,0x0E01A82C
0x0E019F88,22,{momo}一号でお空を飛ぶん{nl},,0x0E01A9E4
0x0E019FA0,12,だって……{nl},,0x0E01A9E8
0x0E019FAC,24,大切にしてたのに………{np},,0x0E01A9EC
0x0E019FC4,16,ムク、{momo}一号は{nl},,0x0E01A9F0
0x0E019FD4,16,どこにいるの？{np},,0x0E01A9F4
0x0E019FE4,26,ここは思い出の国だから、{nl},,0x0E01AA0C
0x0E01A000,16,{momo}一号は{momo}ちゃ{nl},,0x0E01AA10
0x0E01A010,20,んの思い出の場所、{np},,0x0E01AA14
0x0E01A024,29,”砂場”にいるモン。lでも、{nl},,0x0E01AA18
0x0E01A044,28,砂場はポテトボンボンのなわ{nl},,0x0E01AA1C
0x0E01A060,26,ばりにされちゃったから、{np},,0x0E01AA20
0x0E01A07C,22,もう畑にされてるかも{nl},,0x0E01AA24
0x0E01A094,16,知れないモン。{np},,0x0E01AA28
0x0E01A0A4,16,その砂場って、{nl},,0x0E01AA2C
0x0E01A0B4,18,どっちにあるの？{np},,0x0E01AA30
0x0E01A0C8,22,あっちよ、{momo}ちゃん！{np},,0x0E01ABF0
0x0E01A0E0,22,砂場はキライである。{nl},,0x0E01AC00
0x0E01A0F8,28,細かい砂は体に悪いのである{nl},,0x0E01AC04
0x0E01A114,12,からして…{np},,0x0E01AC08
0x0E01A120,24,ブチブチうるさいわよ、{nl},,0x0E01AC14
0x0E01A138,12,オジサン！{np},,0x0E01AC18
0x0E01A144,22,さぁ、みんな、いくよ{np},,0x0E01AC2C
0x0E01B0CC,6,{fast}タイ,,0x0E01B0C8
0x0E01B0D4,8,{fast}サンマ,,0x0E01B0C4
0x0E01B0DC,6,{fast}サケ,,0x0E01B0C0
0x0E01B0E4,42,食べるとよっぱらいそうな{nl}魚はなぁーんだ？,,0x0E01B0BC
0x0E01B110,10,{fast}ハイレグ,,0x0E01B0B8
0x0E01B11C,12,{fast}ワンピース,,0x0E01B0B4
0x0E01B128,8,{fast}ビキニ,,0x0E01B0B0
0x0E01B130,63,ひっくりかえすと、{nl}わかい女の人がイヤがる{nl}水着ってなぁーんだ？,,0x0E01B0AC
0x0E01B170,18,{fast}視力（シリョク）,,0x0E01B0A8
0x0E01B184,20,{fast}体重（タイジュウ）,,0x0E01B0A4
0x0E01B198,20,{fast}身長（シンチョウ）,,0x0E01B0A0
0x0E01B1AC,53,身体けんさの時、{nl}いつも注意深くはかる{nl}部分ってどこ？,,0x0E01B09C
0x0E01B1E4,8,{fast}スシ屋,,0x0E01B098
0x0E01B1EC,12,{fast}ラーメン屋,,0x0E01B094
0x0E01B1F8,8,{fast}ソバ屋,,0x0E01B090
0x0E01B200,71,遠くにあるんだけど、なんか{nl}近くにあるような気がする{nl}店ってなぁーんだ？,,0x0E01B08C
